FID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SIZE_HA,CAUSE,CAUSE2,SPECIFIC_HUMIDITY,TEMP,PRECIP_ICE,PRECIP_WATER,PRECIP_VAPOR,WIND,TSURF,GWETTOP,LHLAND,SHLAND,PRECTOTLAND,LAI,GRN,SWLAND,EVPTRNS,RZMC,DATE,FLASH_DENSITY,POP_DENSITY
151190,59.412,-120.2228,2019,6,25,5.5,N,N,0.0086471982095313,289.034194240625,0.0115350972136903,0.1092056131611443,21.84068145951172,0.0464256086690082,285.08419799375,0.6164127534771728,76.0903501855859,53.47786755454104,3.294272688949485e-05,2.568651711820679,0.966222294319458,200.79294424839847,37.07195755329099,0.259510297592163,,0.0021900660449504,0.0
151191,59.1995,-122.4549,2019,6,29,27.9,N,N,0.0084078070169889,289.5525669876221,0.0075247825734729,0.0621065612696893,21.48897635729766,0.0558832180423093,286.0004736227637,0.6040540086549944,72.88153431754385,60.10672520457958,3.396485354487863e-05,2.640643203903237,0.9660590250569916,206.0243652408668,32.84347156342216,0.2592575613789961,,0.0399589908193399,0.0
151192,59.0122,-122.3985,2019,6,30,0.009,N,N,0.0094268174365016,291.7722273839258,0.0319063955113327,0.0477525608962595,26.639496874464108,0.0602851534568437,286.41869012708986,0.5804466406538762,69.16279442100567,65.74923800581202,2.8088783523037988e-05,2.6096539911702727,0.9657500151419068,210.1557495627589,30.30735966117782,0.251624776537127,,0.0178573137479783,0.0
151193,59.2818,-122.915,2019,7,21,0.009,N,N,0.0100271867280572,293.26959881230465,0.0213330796500624,0.0429079157006622,26.603900203430182,0.2414977557559169,288.5809695484375,0.6333512326421746,97.4844777937991,34.55193324246794,3.975878996113324e-05,4.470836460896309,0.9639791623399736,207.1396420258788,58.1631084761843,0.2700588042061809,,0.0497310205242107,0.0
151194,58.2337,-121.8737,2019,7,22,2.3,N,N,0.00988011512608,292.4840260873828,0.0055161158664886,0.0232639401346059,21.85556905443212,0.0345374015547533,288.7150265409033,0.6315898898213749,92.79496706295834,40.15392033523726,4.549262365896212e-05,3.944236717015328,0.965122345611845,206.4327964533472,51.61072668474793,0.2723654992358875,,0.0063256678549277,0.0
151195,58.2784,-121.9607,2019,7,22,0.2,N,N,0.0099045914639744,292.5396544189687,0.0062515901085113,0.0274171294462213,22.262365803184068,0.0365969906853188,288.716600134164,0.634708793174424,92.9415186812306,39.62909177781433,4.504390312150776e-05,3.96000580874292,0.9650786041723786,205.97448161635936,51.65248842424618,0.2740631178414691,,0.0025637978191489,0.0
151260,56.1332,-129.4465,2019,6,26,0.25,N,N,0.007953217551589,288.4743133512305,0.0237027516805471,0.0434543316977597,17.786251308590085,0.5880077818258975,282.4724548310937,0.7257893277818286,77.0461330691358,45.222952925735065,3.367103235830976e-05,1.2612795401516756,0.9393264991561128,183.8596673189652,16.15281324515638,0.29618534274681,,0.0058969569121648,0.0
151261,57.0434,-131.2401,2019,7,10,102.0,N,N,0.0077329250767429,285.7240427824844,0.0031932546627145,0.0536041127316773,18.509213300500136,0.4084296312784501,284.2484416634785,0.7274531942881706,72.37761746520297,24.541550926189835,5.131121675670507e-05,1.9905760653149425,0.9627445145154532,149.46069103560993,13.564886170800111,0.2891549448189996,,0.0076792329543814,0.0
151262,56.7308,-131.4097,2019,7,30,0.5,U,U,0.0063633254896821,281.27813201392183,0.0408148162817855,0.1043089814690839,16.167159110892033,0.229093033077194,285.25010433403907,0.7401791717863841,73.42564362049795,22.68199829064796,5.726601481853556e-05,1.7436039995213315,0.9626399162391662,146.59801750788273,13.147864925737723,0.3011088057251468,,0.0,0.0
151263,58.935,-127.383,2019,5,21,509.32,H,H,0.0058995661606863,284.50859394091793,0.0012084751373985,0.0149283945992737,9.95613617189026,0.7781290125161813,279.20146773144523,0.671641790611271,68.77001668981934,43.70402476034504,1.2562109618927988e-05,1.0776613432149902,0.9177154748926164,204.37299579882784,18.25506268641658,0.2715795855712913,,0.0,0.0
